longitude,latitude,from,to,label     
-52.325679000000000,-26.889904999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.483372000000000,-26.831790000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.460973000000000,-26.826300000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.466546999999900,-26.834762999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.300744000000000,-26.846530000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.353428000000000,-26.854292999999900,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.365461000000000,-26.884007000000000,2013-01-01,2014-01-01,Cobertura_Vegetal
-52.492319999999900,-26.912455000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.482216000000000,-26.917045999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.475265000000000,-26.904305000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.467542000000000,-26.916243000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.470244999999900,-26.891506000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.473269999999900,-26.880140999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.477066999999900,-26.886512000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.459304000000000,-26.897303000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.442248999999900,-26.912455000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.431564999999900,-26.919111999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.446497000000000,-26.903502000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.428026000000000,-26.903214999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.418050000000000,-26.912512000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.407238000000000,-26.904937000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.400931000000000,-26.916013000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.377761000000000,-26.907003000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.363988999999900,-26.916816000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.398034000000000,-26.905912000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.383940000000000,-26.914636000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.368687000000000,-26.900001000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.340691000000000,-26.902526000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.351632000000000,-26.915783000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.321705000000000,-26.914349000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.317650000000000,-26.911135000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.307352999999900,-26.919284000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.295124999999900,-26.916300000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.295833000000000,-26.907461999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.293515999999900,-26.892251999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.324730000000000,-26.886627000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.312823000000000,-26.880656999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.290168999999900,-26.877728999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.311278999999900,-26.875950000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.319710000000000,-26.862458000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.291842000000000,-26.860219000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.297184000000000,-26.866247999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.321511999999900,-26.849999000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.306387000000000,-26.848908000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.293194000000000,-26.855626000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.314883000000000,-26.836160000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.293387000000000,-26.831392999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.335670999999900,-26.836447000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.332709999999900,-26.844830999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.355815000000000,-26.835986999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.354464000000000,-26.846726000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.383425000000000,-26.835528000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.406143999999900,-26.827717000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.403827000000000,-26.838801000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.388123000000000,-26.847013000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.373770999999900,-26.856659000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.380206999999900,-26.860219000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.424163999999900,-26.827832000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.437100000000000,-26.837710000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.435363000000000,-26.841443000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.452482000000000,-26.828119000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.454219999999900,-26.836217000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.481893999999900,-26.828924000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.473463000000000,-26.828751000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.478354000000000,-26.844199000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.445016000000000,-26.866305000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.460141000000000,-26.857578000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.485433999999900,-26.866707000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.448748999999900,-26.876524000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.463616000000000,-26.886914000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.436391999999900,-26.894835000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.422426000000000,-26.892482000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.431050999999900,-26.870495999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.423070000000000,-26.874457000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.390568999999900,-26.870324000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.380657999999900,-26.875375999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.367400000000000,-26.892195000000000,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.385483999999900,-26.869921999999900,2014-01-01,2015-01-01,Cobertura_Vegetal
-52.481862000000000,-26.916730000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.467188000000000,-26.918624000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.478321999999900,-26.908294000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.456761999999900,-26.909098000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.488233000000000,-26.909786000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.470277000000000,-26.891420000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.470084000000000,-26.896298999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.459142999999900,-26.897160000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.463777000000000,-26.886828000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.473173000000000,-26.880054000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.452449999999900,-26.884532000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.471950999999900,-26.875060000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.459465000000000,-26.870065000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.485337000000000,-26.866849999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.465772000000000,-26.863060999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.454059000000000,-26.863291000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.468088999999900,-26.856515999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.486978000000000,-26.844113000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.486398999999900,-26.853874999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.485948999999900,-26.835155000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.454027000000000,-26.835155000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.462778999999900,-26.843883000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.480091999999900,-26.827228999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.452559000000000,-26.827510000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.457470000000000,-26.825154999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.473368999999900,-26.823620999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.446849999999900,-26.851227000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.435310000000000,-26.841532999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.423892000000000,-26.827673999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.418734999999900,-26.835014999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.424751000000000,-26.846900000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.418244000000000,-26.850404999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.411614000000000,-26.841642000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.406765000000000,-26.854239000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.397495999999900,-26.851171999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.387918999999900,-26.851171999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.380737000000000,-26.860208000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.384973000000000,-26.862069999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.379570999999900,-26.877238999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.425671999999900,-26.859935000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.431196999999900,-26.870832000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.431871999999900,-26.859058000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.426347000000000,-26.884520999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.436782999999900,-26.893554000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.424874000000000,-26.893445000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.427819999999900,-26.903079999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.415849999999900,-26.913042999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.391970999999900,-26.906911999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.395040000000000,-26.903573000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.398232000000000,-26.895634999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.377115000000000,-26.892842999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.369748999999900,-26.894047000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.340775000000000,-26.902422999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.342247999999900,-26.895799000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.368398999999900,-26.900288000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.361953000000000,-26.901109000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.365636000000000,-26.883918999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.351087999999900,-26.883151999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.362198999999900,-26.877348000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.373739000000000,-26.856100999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.367722999999900,-26.855718000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.354126000000000,-26.851171999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.358116000000000,-26.836766999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.383346000000000,-26.835398000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.383713999999900,-26.843176000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.391511000000000,-26.842518999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.379908999999900,-26.841587000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.405507000000000,-26.827784000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.395623000000000,-26.824607000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.366526000000000,-26.824387999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.354678999999900,-26.825756999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.351671000000000,-26.824990000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.334667000000000,-26.827894000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.344489000000000,-26.831125000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.340313999999900,-26.833863999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.332703000000000,-26.833863999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.308638999999900,-26.825264000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.317110000000000,-26.833590000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.292862999999900,-26.831180000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.292003999999900,-26.825482999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.301640999999900,-26.828496000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.314532000000000,-26.836603000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.306184000000000,-26.849419999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.293537999999900,-26.856210999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.291083000000000,-26.851994000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.298203999999900,-26.866451000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.320363999999900,-26.864205999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.329940000000000,-26.856867999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.312015000000000,-26.853746000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.316434999999900,-26.875048000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.311709000000000,-26.882057000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.290714000000000,-26.870175000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.304219000000000,-26.882111999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.293477000000000,-26.893281000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.290591999999900,-26.902094999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.318337999999900,-26.909977000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.303666999999900,-26.907076000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.295808999999900,-26.916108000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.295625000000000,-26.907678000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.321592000000000,-26.914247000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.351179999999900,-26.915506000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.367016999999900,-26.914301999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.383837000000000,-26.914574999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.364685000000000,-26.904502999999900,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.355907000000000,-26.895416000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.342216999999900,-26.871872000000000,2015-01-01,2016-01-01,Cobertura_Vegetal
-52.491951999999900,-26.912215000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.467436999999900,-26.916986000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.476770000000000,-26.908220000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.456735999999900,-26.909164000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.471854999999900,-26.911383000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.470298999999900,-26.891573999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.470796999999900,-26.894016000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.459660000000000,-26.896957000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.477080999999900,-26.886247000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.451197999999900,-26.902505999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.446157999999900,-26.903948000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.469242000000000,-26.888521999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.474654999999900,-26.885193000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.448273999999900,-26.876591000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.452441999999900,-26.884860000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.473534999999900,-26.879753999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.480068000000000,-26.866989000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.450887000000000,-26.863215000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.459473000000000,-26.870042000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.471418999999900,-26.874980999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.492199999999900,-26.862936999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.492759999999900,-26.855609999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.481748000000000,-26.857054000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.459971000000000,-26.857664000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.488653999999900,-26.847394999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.478262999999900,-26.844063999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.487596000000000,-26.843896999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.486539000000000,-26.835125999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.473784000000000,-26.828741000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.454121999999900,-26.835014999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.452193999999900,-26.827853000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.481997000000000,-26.828963000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.490831999999900,-26.823522000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.469552999999900,-26.832850000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.437572000000000,-26.841899000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.435332000000000,-26.841732000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.449331000000000,-26.825520999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.424008000000000,-26.827407999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.413119999999900,-26.826353999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.437199000000000,-26.837568999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.405653999999900,-26.828351999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.403725000000000,-26.838733999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.418222000000000,-26.850280999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.428238999999900,-26.841066000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.418284000000000,-26.835125999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.391280999999900,-26.827964000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.416480000000000,-26.826409000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.391219000000000,-26.843176000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.393210000000000,-26.847394999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.402977999999900,-26.835125999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.384188000000000,-26.835402999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.387796999999900,-26.846951000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.371245999999900,-26.834515000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.383566000000000,-26.825243000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.355443000000000,-26.834959000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.340696999999900,-26.838235000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.335346000000000,-26.841455000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.334786000000000,-26.827742000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.362411000000000,-26.841011000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.354385000000000,-26.846840000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.330056999999900,-26.837236000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.333044000000000,-26.833515999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.323898000000000,-26.836901999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.316929000000000,-26.833570999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.319293000000000,-26.828852000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.308467000000000,-26.825132000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.293098999999900,-26.830794999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.304921000000000,-26.838456999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.290112999999900,-26.838622999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.304298000000000,-26.844674999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.330430999999900,-26.856998000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.311827000000000,-26.851503000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.321719999999900,-26.848061000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.290424000000000,-26.852224000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.293410000000000,-26.857441999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.291294999999900,-26.871206999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.312325000000000,-26.865269000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.313569000000000,-26.879366000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.325515000000000,-26.886136000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.292974999999900,-26.892074000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.295214000000000,-26.907499000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.290486000000000,-26.902006000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.323835000000000,-26.899953000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.303364999999900,-26.907166000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.318671000000000,-26.909773999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.321907000000000,-26.914045999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.295588000000000,-26.916098999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.344617000000000,-26.906445000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.351336000000000,-26.915876999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.362473000000000,-26.901506999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.363593000000000,-26.906555999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.332048000000000,-26.902560999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.378464000000000,-26.907055000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.368758000000000,-26.899898000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.391032000000000,-26.907609999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.390160999999900,-26.913491000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.399121000000000,-26.906112000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.415609000000000,-26.913602000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.408205000000000,-26.904558999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.421084000000000,-26.900675000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.441865000000000,-26.912437000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.427616999999900,-26.902837999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.442798000000000,-26.914988999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.425998999999900,-26.908387000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.438442999999900,-26.915044999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.426558999999900,-26.888521999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.431412000000000,-26.870540999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.401423000000000,-26.889965000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.373672999999900,-26.856887000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.377282000000000,-26.860883999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.437634000000000,-26.866878000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.423572999999900,-26.893405999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.402915999999900,-26.887190000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.376534999999900,-26.892517999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.379522000000000,-26.876978999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.422702000000000,-26.867877000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.384996999999900,-26.861882999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.444229000000000,-26.855665999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.365335999999900,-26.883638999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.351398000000000,-26.883417000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.352145000000000,-26.853890000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.383876999999900,-26.843230999999900,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.361306999999900,-26.894793000000000,2016-01-01,2017-01-01,Cobertura_Vegetal
-52.483941000000000,-26.917375000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.492465000000000,-26.918706000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.470750000000000,-26.917597000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.492527000000000,-26.910995000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.475603999999900,-26.904170000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.457124000000000,-26.908830999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.446857999999900,-26.904447999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.451898000000000,-26.896457000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.468198999999900,-26.901506999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.470253000000000,-26.891352000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
